GRTOTLT,GRBKAAT,GRHISPT
8,0,0
124,1,17
124,1,17
39,0,10
1,0,0
38,0,10
32,0,9
4,0,1
2,0,0
7,0,0
26,0,5
26,0,5
13,0,2
12,0,2
1,0,0
1,0,0
4,0,1
86,1,9
3,0,0
75,1,7
1,0,1
11,0,2
1,1,0
1,1,0
1,1,0
142,29,45
31,3,11
3,1,1
3,1,1
143,30,44
4,2,0
139,28,44
31,3,11
31,3,11
4,2,0
2,0,0
109,26,34
3,1,1
2,0,0
106,25,33
50,4,5
14,0,1
35,3,3
35,3,3
11,0,1
11,0,1
8,0,1
3,0,0
15,1,2
15,1,2
3,0,0
3,0,0
36,4,4
24,3,2
12,1,2
96,6,7
96,6,7
27,1,3
4,0,0
23,1,3
1,0,0
24,,
3,,
21,,
68,5,4
11,0,1
11,0,1
11,0,1
11,,
11,,
17,1,0
17,1,0
16,1,0
16,1,0
15,,
15,,
1,0,0
18,6,0
4,1,0
15,5,0
15,5,0
4,1,0
2,1,0
2,0,0
1,0,0
1,0,0
3,1,0
3,1,0
1,1,0
13,4,0
1,1,0
10,3,0
3,1,0
97,15,76
35,6,28
30,2,26
1,0,1
29,2,25
4,0,3
4,0,3
4,0,3
69,13,52
1,0,1
68,13,51
31,6,25
31,6,25
2,0,2
2,0,2
60,9,46
25,2,22
2,0,2
35,7,24
25,9,1
1,0,1
24,9,0
9,2,0
9,2,0
4,,
4,,
15,7,0
33,0,0
1,0,0
32,0,0
17,0,0
17,0,0
13,,
13,,
15,0,0
128,52,1
42,17,0
131,53,1
3,1,0
128,52,1
42,17,0
42,17,0
3,1,0
2,0,0
84,35,1
2,0,0
84,35,1
83,7,10
43,1,5
85,7,10
2,0,0
83,7,10
43,1,5
43,1,5
2,0,0
1,0,0
39,6,5
1,0,0
39,6,5
47,1,1
32,0,1
47,1,1
47,1,1
32,0,1
32,0,1
15,1,0
15,1,0
44,2,1
44,2,1
41,2,1
32,2,1
9,0,0
41,,
32,,
9,,
3,0,0
101,0,1
53,0,0
1,0,0
101,0,1
101,0,1
53,0,0
53,0,0
47,0,0
5,0,0
1,0,0
1,0,0
47,0,1
47,0,1
197,0,197
197,0,197
75,0,75
44,0,44
31,0,31
10,0,10
69,,
41,,
28,,
9,0,9
103,0,103
2760,259,980
29,4,6
2731,255,974
1642,112,622
1275,86,446
367,26,176
23,2,5
1164,,
918,,
246,,
2,0,0
1064,141,347
1,0,1
1,0,1
1,0,1
1,0,1
1,,
1,,
471,25,360
471,25,360
236,8,184
225,8,174
11,0,10
191,,
180,,
11,,
7,0,7
228,17,169
38,0,38
38,0,38
16,0,16
16,0,16
15,,
15,,
1,0,1
21,0,21
21,0,0
5,0,0
8,0,0
21,0,0
21,0,0
5,0,0
5,0,0
5,0,0
8,0,0
8,0,0
8,0,0
88,15,3
22,4,0
89,15,3
1,0,0
88,15,3
22,4,0
22,4,0
2,0,0
9,1,0
11,3,0
1,0,0
2,1,0
64,10,3
2,1,0
64,10,3
187,9,13
33,2,3
188,9,13
1,0,0
187,9,13
33,2,3
2,0,0
31,2,3
20,2,2
11,0,1
1,0,0
8,0,0
146,7,10
8,0,0
146,7,10
280,34,144
1,0,1
279,34,143
143,15,76
129,11,70
14,4,6
107,,
99,,
8,,
1,1,0
135,18,67
288,32,151
194,20,108
288,32,151
288,32,151
194,20,108
194,20,108
94,12,43
94,12,43
118,27,5
118,27,5
73,9,3
73,9,3
66,,
66,,
45,18,2
378,18,82
114,2,42
9,0,1
266,13,62
266,13,62
77,2,33
5,1,3
72,1,30
46,1,19
20,0,8
6,0,3
6,0,1
112,5,20
112,5,20
37,0,9
11,0,0
22,0,8
4,0,1
3,0,0
10,0,3
245,16,36
7,0,2
176,11,26
3,0,1
69,5,10
4,0,0
3,0,0
4,0,0
4,0,0
3,0,0
3,0,0
1,0,0
1,0,0
170,8,58
170,8,58
126,7,47
126,7,47
45,,
45,,
44,1,11
216,35,0
216,35,0
133,20,0
128,19,0
5,1,0
64,,
58,,
6,,
31,5,0
52,10,0
554,42,99
554,42,99
367,23,67
367,23,67
42,,
42,,
7,2,0
180,17,32
2,0,0
2,0,0
2,0,0
478,74,32
80,5,2
142,32,13
478,74,32
478,74,32
80,5,2
80,5,2
35,1,1
22,3,1
23,1,0
142,32,13
54,11,2
202,26,15
54,11,2
202,26,15
75,9,35
36,2,20
75,9,35
75,9,35
36,2,20
18,1,10
18,1,10
39,7,15
39,7,15
31,19,6
17,7,6
2,1,0
2,1,0
29,18,6
29,18,6
17,7,6
17,7,6
14,12,0
2,1,0
12,11,0
76,9,0
76,9,0
24,0,0
16,0,0
8,0,0
17,,
11,,
6,,
52,9,0
1761,65,267
865,35,129
267,5,47
1771,65,268
10,0,1
1761,65,267
2,0,0
865,35,129
865,35,129
415,13,56
370,19,57
80,3,16
267,5,47
10,0,1
59,3,9
570,22,82
59,3,9
570,22,82
27,0,1
27,0,1
4,0,0
4,0,0
4,,
4,,
3,0,1
20,0,0
121,39,40
44,6,18
125,41,41
4,2,1
121,39,40
44,6,18
44,6,18
4,2,1
1,0,0
76,33,22
1,0,0
76,33,22
1184,435,18
1184,435,18
266,86,3
187,68,3
79,18,0
77,23,2
182,,
158,,
24,,
105,42,4
736,284,9
900,29,436
900,29,436
581,13,259
471,10,232
4,0,0
110,3,27
3,0,3
257,,
170,,
87,,
316,16,174
257,194,20
257,194,20
130,96,11
130,96,11
76,,
76,,
4,1,3
123,97,6
24,0,0
9,0,0
12,0,0
24,0,0
24,0,0
9,0,0
9,0,0
12,0,0
3,0,0
3,0,0
22,1,1
22,1,1
19,1,1
19,1,1
3,0,0
19,,
19,,
46,9,29
21,2,15
46,9,29
46,9,29
21,2,15
21,2,15
25,7,14
25,7,14
85,7,0
28,2,0
2,0,0
2,0,0
85,7,0
2,0,0
83,7,0
28,2,0
28,2,0
2,0,0
4,0,0
53,5,0
51,5,0
53,15,16
21,4,8
9,2,2
1,0,1
8,2,1
1,0,0
1,0,0
1,0,0
47,14,15
2,1,0
45,13,15
20,4,8
20,4,8
3,1,1
32,11,8
7,2,1
25,9,7
36,11,4
36,11,4
8,2,0
8,2,0
6,,
6,,
28,9,4
54,10,2
1,0,0
53,10,2
20,5,0
20,5,0
12,,
12,,
33,5,2
13,0,1
13,0,1
3,0,0
3,0,0
2,,
2,,
10,0,1
2484,1044,107
2484,1044,107
172,27,5
14,3,1
158,24,4
361,125,14
54,,
11,,
43,,
442,161,16
1509,731,72
51,1,0
51,1,0
38,1,0
38,1,0
35,,
35,,
13,0,0
17,0,0
17,0,0
1,0,0
1,0,0
1,0,0
1,,
1,,
1,0,0
14,0,0
454,294,39
454,294,39
324,215,25
316,208,25
8,7,0
1,0,0
299,,
292,,
7,,
126,79,13
3,0,1
89,24,1
89,24,1
59,14,1
59,14,1
24,,
24,,
30,10,0
376,0,376
238,0,238
376,0,376
376,0,376
238,0,238
238,0,238
138,0,138
138,0,138
130,50,2
19,9,0
130,50,2
130,50,2
19,9,0
19,9,0
10,6,0
9,3,0
3,1,0
108,40,2
3,1,0
108,40,2
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
21,0,1
1,0,0
20,0,1
19,0,1
19,0,1
1,0,0
19,,
19,,
120,8,2
120,8,2
48,1,2
22,1,0
26,0,2
42,,
17,,
25,,
72,7,0
540,87,4
392,56,2
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
533,87,4
533,87,4
385,56,2
249,39,2
136,17,0
148,31,2
148,31,2
333,128,16
333,128,16
55,12,1
22,7,0
33,5,1
89,38,5
15,,
5,,
10,,
19,7,2
170,71,8
418,23,54
346,17,47
418,23,54
418,23,54
346,17,47
346,17,47
72,6,7
72,6,7
2,0,1
2,0,1
2,0,1
2,0,1
2,0,1
449,0,449
449,0,449
288,0,288
143,0,143
145,0,145
134,,
73,,
61,,
48,0,48
113,0,113
9,5,1
1,0,0
6,3,1
6,3,1
1,0,0
1,0,0
3,2,0
3,2,0
8,5,1
5,3,1
3,2,0
2,0,1
2,0,1
2,0,1
2,0,1
16,0,1
7,0,1
16,0,1
16,0,1
7,0,1
1,0,0
6,0,1
2,0,0
4,0,1
1,0,0
8,0,0
1,0,0
8,0,0
317,7,309
257,6,250
317,7,309
317,7,309
257,6,250
257,6,250
60,1,59
60,1,59
751,53,88
394,23,44
242,18,34
754,53,89
3,0,1
751,53,88
394,23,44
394,23,44
210,14,18
154,7,21
30,2,5
242,18,34
3,0,1
29,2,6
86,10,4
29,2,6
86,10,4
224,4,17
120,2,7
67,1,6
224,4,17
224,4,17
120,2,7
120,2,7
66,1,4
48,1,1
6,0,2
67,1,6
5,0,1
32,1,3
5,0,1
32,1,3
236,37,44
114,16,25
87,16,12
236,37,44
236,37,44
114,16,25
114,16,25
50,6,11
55,9,13
9,1,1
87,16,12
7,1,3
28,4,4
7,1,3
28,4,4
115,56,13
43,16,6
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
116,56,13
2,1,0
114,55,13
42,15,6
42,15,6
2,1,0
4,2,0
68,38,7
4,2,0
68,38,7
132,80,8
46,26,3
2,0,1
2,0,1
1,0,1
1,0,1
1,0,1
136,83,8
6,3,1
130,80,7
45,26,2
45,26,2
6,3,1
1,1,0
85,53,5
1,0,0
1,1,0
84,53,5
143,51,7
143,51,7
55,17,4
24,7,2
31,10,2
49,,
23,,
26,,
88,34,3
1335,585,34
1335,585,34
123,27,0
93,23,0
30,4,0
73,36,2
3,,
1,,
2,,
186,83,6
953,439,26
93,10,34
43,3,21
8,1,2
8,1,2
4,1,1
4,1,1
3,1,0
1,0,1
86,9,33
1,0,1
85,9,32
39,2,20
39,2,20
1,0,1
3,1,0
47,6,13
4,0,1
3,1,0
43,6,12
38,0,0
38,0,0
31,0,0
31,0,0
31,,
31,,
7,0,0
185,40,77
185,40,77
61,,
25,,
142,30,57
142,30,57
52,,
52,,
14,6,7
29,4,13
3687,1604,1135
21,8,2
3666,1596,1133
1712,599,760
1242,335,707
470,264,53
980,,
790,,
190,,
1954,997,373
300,178,23
300,178,23
126,72,7
126,72,7
112,,
112,,
174,106,16
143,5,10
143,5,10
116,5,9
116,5,9
115,,
115,,
27,0,1
83,41,1
83,41,1
38,18,1
21,10,1
17,8,0
23,,
14,,
9,,
45,23,0
281,1,222
97,0,73
6,0,5
281,1,225
7,0,6
274,1,219
94,0,71
3,0,2
91,0,69
90,0,68
1,0,1
6,0,5
36,,
7,0,3
7,0,3
3,0,2
3,0,2
7,0,6
178,1,144
174,1,143
4,0,1
125,8,63
125,8,63
88,4,43
60,3,27
28,1,16
5,0,2
10,,
10,,
32,4,18
855,46,63
246,9,16
277,11,17
277,11,17
75,0,4
75,0,4
75,0,4
578,35,46
578,35,46
171,9,12
171,9,12
609,37,47
202,11,13
407,26,34
596,78,330
360,37,212
596,78,330
596,78,330
360,37,212
360,37,212
236,41,118
236,41,118
689,27,97
689,27,97
205,5,21
34,0,3
171,5,18
8,0,2
476,22,74
61,10,24
61,10,24
45,6,17
36,5,15
9,1,2
2,1,1
15,,
14,,
1,,
14,3,6
377,57,74
377,57,74
323,46,61
323,46,61
41,3,9
323,,
318,,
5,,
13,8,4
39,6,3
39,6,3
29,4,1
29,4,1
26,,
26,,
10,2,2
9,1,1
4,1,1
3,0,0
3,0,0
6,1,1
6,1,1
4,1,1
4,1,1
1,0,0
4,0,0
3,0,0
1,0,0
1,0,0
1387,38,751
14,0,3
1373,38,748
777,17,472
769,17,467
8,0,5
19,1,9
333,,
330,,
3,,
5,0,4
572,20,263
120,52,4
25,11,1
65,22,3
65,22,3
12,4,1
12,4,1
7,2,1
5,2,0
55,30,1
55,30,1
13,7,0
13,7,0
2,1,0
93,40,3
53,18,2
2,1,0
40,22,1
89,27,33
36,13,16
9,0,3
9,0,3
2,0,2
2,0,2
1,0,1
1,0,1
80,27,30
80,27,30
34,13,14
34,13,14
1,1,0
52,13,17
7,0,1
1,1,0
45,13,16
685,414,36
3,2,0
682,412,36
411,240,19
394,232,19
17,8,0
358,,
345,,
13,,
271,172,17
2,2,0
2,2,0
2,2,0
2,2,0
2,,
2,,
68,0,0
68,0,0
20,0,0
5,0,0
15,0,0
6,0,0
4,,
1,,
3,,
14,0,0
28,0,0
38,11,1
38,11,1
13,1,0
6,0,0
7,1,0
5,1,0
13,,
6,,
7,,
20,9,1
341,173,10
341,173,10
224,116,10
218,112,10
6,4,0
183,,
177,,
6,,
117,57,0
1111,408,32
540,186,22
5,1,0
5,1,0
3,1,0
3,1,0
2,0,0
1,1,0
1106,407,32
1106,407,32
537,185,22
498,168,19
31,14,1
8,3,2
571,222,10
2,0,0
569,222,10
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
132,1,6
132,1,6
85,0,4
85,0,4
10,0,1
16,,
16,,
37,1,1
77,5,17
31,2,9
83,5,18
6,0,1
77,5,17
31,2,9
31,2,9
6,0,1
3,0,1
43,3,7
3,0,1
43,3,7
203,5,16
203,5,16
60,0,2
1,0,0
59,0,2
100,4,7
41,,
41,,
3,0,1
40,1,6
276,4,20
276,4,20
79,1,2
1,0,0
78,1,2
76,2,9
54,,
1,,
53,,
16,0,2
105,1,7
378,19,26
206,4,14
289,15,19
1,0,0
289,15,19
168,4,12
31,2,1
137,2,11
107,2,8
25,0,2
5,0,1
89,4,7
89,4,7
38,0,2
38,0,2
1,0,0
171,15,12
1,0,0
120,11,7
51,4,5
169,46,7
19,4,2
169,46,7
169,46,7
19,4,2
19,4,2
11,4,1
8,0,1
4,2,0
146,40,5
4,2,0
146,40,5
18,2,0
18,2,0
13,1,0
13,1,0
13,,
13,,
1,0,0
4,1,0
13,0,1
13,0,1
9,0,1
9,0,1
9,,
9,,
1,0,0
3,0,0
125,36,35
125,36,35
101,27,27
9,3,0
92,24,27
100,,
9,,
91,,
24,9,8
342,143,79
342,143,79
175,68,41
175,68,41
71,,
71,,
167,75,38
57,51,0
57,51,0
28,23,0
28,23,0
23,,
23,,
29,28,0
288,185,7
1,1,0
287,184,7
190,137,1
190,137,1
189,,
189,,
89,46,3
8,1,3
256,0,202
256,0,202
200,0,166
200,0,166
178,,
178,,
56,0,36
298,34,66
298,34,66
256,24,59
256,24,59
164,,
164,,
42,10,7
563,92,20
563,92,20
373,50,15
373,50,15
212,,
212,,
190,42,5
20,9,1
7,2,0
20,9,1
20,9,1
7,2,0
7,2,0
4,1,0
3,1,0
6,3,1
7,4,0
6,3,1
7,4,0
3,0,1
2,0,1
3,0,1
3,0,1
2,0,1
2,0,1
1,0,1
1,0,0
1,0,0
1,0,0
205,145,4
205,145,4
116,83,3
109,80,3
7,3,0
32,,
31,,
1,,
89,62,1
156,42,18
156,42,18
97,18,14
75,13,13
22,5,1
46,,
41,,
5,,
59,24,4
255,47,34
255,47,34
163,23,22
163,23,22
124,,
124,,
92,24,12
24,0,0
23,0,0
23,0,0
23,0,0
22,0,0
22,0,0
22,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
58,6,37
58,6,37
36,3,27
36,3,27
18,,
18,,
1,0,1
21,3,9
35,2,0
2,0,0
33,2,0
13,1,0
4,0,0
9,1,0
2,0,0
10,,
3,,
7,,
18,1,0
13,1,10
6,0,5
13,1,10
13,1,10
6,0,5
6,0,5
7,1,5
7,1,5
108,71,3
108,71,3
42,24,1
25,12,0
17,12,1
24,16,1
42,,
25,,
17,,
42,31,1
134,94,15
33,20,7
1,1,0
83,60,7
83,60,7
10,5,3
10,5,3
10,5,3
52,35,8
1,1,0
51,34,8
23,15,4
22,14,4
1,1,0
1,1,0
1,1,0
100,73,8
73,55,4
27,18,4
88,2,2
39,0,0
22,2,2
2,0,0
20,2,2
5,0,0
5,0,0
3,0,0
2,0,0
72,0,0
4,0,0
68,0,0
34,0,0
34,0,0
6,0,0
1,0,0
48,2,2
15,2,2
1,0,0
33,0,0
23,9,1
23,9,1
16,4,1
9,1,0
7,3,1
7,,
5,,
2,,
1,1,0
6,4,0
495,244,125
495,244,125
290,127,71
290,127,71
216,,
216,,
205,117,54
385,297,4
1,1,0
384,296,4
217,161,2
196,145,2
21,16,0
187,,
166,,
21,,
2,2,0
165,133,2
264,37,188
120,10,82
5,0,4
5,0,4
5,0,4
5,0,4
4,0,4
1,0,0
260,37,184
1,0,0
259,37,184
115,10,78
102,8,68
13,2,10
1,0,0
144,27,106
144,27,106
230,80,29
1,1,0
229,79,29
155,40,26
148,38,24
7,2,2
127,,
120,,
7,,
3,2,0
71,37,3
193,0,191
193,0,191
116,0,116
111,0,111
5,0,5
97,,
95,,
2,,
2,0,2
75,0,73
309,153,37
83,37,9
148,69,13
148,69,13
52,21,5
2,1,0
5,2,1
45,18,4
31,13,3
11,3,1
3,2,0
161,84,24
161,84,24
31,16,4
1,0,0
19,9,3
11,7,1
6,1,2
220,115,26
1,0,0
95,48,8
5,1,2
125,67,18
53,0,1
43,0,1
4,0,0
53,0,1
53,0,1
43,0,1
12,0,0
31,0,1
26,0,1
4,0,0
1,0,0
4,0,0
1,0,0
5,0,0
1,0,0
5,0,0
303,42,6
303,42,6
96,4,3
51,1,3
45,3,0
18,3,1
46,,
16,,
30,,
15,1,0
174,34,2
77,13,12
4,0,1
77,13,12
77,13,12
4,0,1
4,0,1
3,0,1
1,0,0
3,0,1
70,13,10
3,0,1
70,13,10
305,93,6
23,8,1
306,94,6
1,1,0
305,93,6
23,8,1
23,8,1
1,0,1
8,3,0
14,5,0
1,1,0
8,0,0
274,85,5
8,0,0
274,85,5
174,3,26
22,1,4
173,3,26
173,3,26
21,1,4
21,1,4
12,1,4
9,0,0
1,0,0
1,0,0
1,0,0
1,0,0
3,0,0
149,2,22
3,0,0
149,2,22
230,20,169
81,5,63
4,1,2
219,16,163
3,0,1
216,16,162
75,4,59
1,1,0
74,3,59
70,3,58
4,0,1
3,1,2
14,4,7
14,4,7
6,1,4
5,1,3
1,0,1
1,0,0
3,0,1
1,0,1
144,14,103
1,0,1
137,11,100
7,3,3
92,34,17
3,1,1
89,33,16
39,6,10
39,6,10
31,,
31,,
1,1,0
49,26,6
282,0,282
174,0,174
2,0,2
282,0,282
282,0,282
174,0,174
152,0,152
22,0,22
2,0,2
106,0,106
106,0,106
4,1,0
1,1,0
4,1,0
4,1,0
1,1,0
1,1,0
1,1,0
3,0,0
3,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
18,9,1
2,1,0
1,1,0
15,8,1
15,8,1
2,1,0
2,1,0
1,1,0
3,1,0
3,1,0
15,7,1
12,6,1
3,1,0
23,4,17
23,4,17
14,3,9
14,3,9
9,1,8
14,,
14,,
13,6,3
4,2,1
3,2,0
12,6,3
12,6,3
4,2,1
4,2,1
4,2,1
3,2,0
1,0,0
1,0,0
6,2,2
5,2,2
1,0,0
431,418,3
431,418,3
172,167,1
93,89,1
79,78,0
50,,
35,,
15,,
259,251,2
57,13,1
57,13,1
30,8,0
17,6,0
13,2,0
27,,
15,,
12,,
27,5,1
76,15,5
76,15,5
44,5,3
38,4,3
6,1,0
41,,
37,,
4,,
32,10,2
196,25,36
48,11,11
192,24,36
192,24,36
46,10,11
46,10,11
34,6,7
12,4,4
4,1,0
4,1,0
2,1,0
2,1,0
148,14,25
146,14,25
2,0,0
105,52,1
105,52,1
41,20,0
10,7,0
31,13,0
20,,
7,,
13,,
3,3,0
61,29,1
1458,97,756
1,1,0
1457,96,756
955,56,485
829,51,442
126,5,43
8,0,1
388,,
373,,
15,,
3,0,1
491,40,269
13,1,1
13,1,1
1,0,1
1,0,1
1,,
1,,
1,0,0
11,1,0
758,85,44
1,0,0
757,85,44
570,55,31
434,38,26
136,17,5
519,,
397,,
122,,
187,30,13
55,1,12
55,1,12
45,0,10
12,0,6
33,0,4
3,1,1
45,,
5,,
40,,
7,0,1
14,0,0
14,0,0
5,0,0
5,0,0
3,,
3,,
9,0,0
175,16,74
175,16,74
120,9,51
120,9,51
11,,
11,,
55,7,23
438,128,49
438,128,49
271,59,33
271,59,33
122,,
122,,
10,4,1
157,65,15
155,0,155
155,0,155
132,0,132
132,0,132
2,0,2
30,,
30,,
21,0,21
295,29,95
295,29,95
219,18,62
219,18,62
219,,
219,,
76,11,33
36,0,1
36,0,1
26,0,1
26,0,1
13,,
13,,
10,0,0
19,6,1
19,6,1
9,2,0
9,2,0
3,1,1
9,,
9,,
7,3,0
299,120,16
299,120,16
225,89,8
225,89,8
207,,
207,,
74,31,8
23,19,2
21,17,2
21,17,2
21,17,2
21,17,2
21,17,2
16,13,2
5,4,0
2,2,0
2,2,0
2,2,0
2,2,0
126,51,3
126,51,3
86,31,2
86,31,2
86,,
86,,
40,20,1
32,2,1
32,2,1
26,1,1
12,0,1
14,1,0
26,,
12,,
14,,
6,1,0
7,0,7
2,0,2
1,0,1
6,0,6
6,0,6
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
4,0,4
4,0,4
739,286,156
1,0,0
738,286,156
293,90,80
291,90,80
2,0,0
185,,
185,,
6,4,0
439,192,76
7,0,2
7,0,2
2,0,0
2,0,0
1,,
1,,
2,0,0
3,0,2
464,243,34
464,243,34
58,7,4
18,2,1
40,5,3
54,30,5
22,,
17,,
5,,
33,9,4
6,2,0
319,197,21
49,14,17
49,14,17
21,8,8
12,4,6
9,4,2
11,2,4
21,,
12,,
9,,
17,4,5
102,38,3
102,38,3
97,37,2
97,37,2
71,,
71,,
5,1,1
149,18,34
21,2,5
8,3,1
149,18,34
149,18,34
21,2,5
21,2,5
9,1,1
3,0,1
9,1,3
8,3,1
20,3,3
100,10,25
20,3,3
100,10,25
27,23,0
27,23,0
9,7,0
8,7,0
1,0,0
8,,
7,,
1,,
18,16,0
17,5,6
17,5,6
9,1,3
6,1,2
3,0,1
6,,
3,,
3,,
8,4,3
2,2,0
525,15,135
323,9,85
32,1,8
525,15,135
525,15,135
323,9,85
323,9,85
142,1,33
149,5,44
32,3,8
32,1,8
11,0,4
159,5,38
11,0,4
159,5,38
136,78,22
57,26,11
1,1,0
1,1,0
137,77,22
2,0,0
135,77,22
57,26,11
57,26,11
2,0,0
1,1,0
78,51,11
1,1,0
1,1,0
77,50,11
83,15,24
44,8,12
10,2,0
10,2,0
3,0,0
3,0,0
2,0,0
1,0,0
73,13,24
73,13,24
41,8,12
41,8,12
3,2,0
36,5,12
1,0,0
30,3,12
282,3,44
98,1,20
7,1,1
164,3,26
1,0,0
163,3,26
49,1,13
49,1,13
41,1,10
6,0,3
2,0,0
7,1,1
119,0,18
119,0,18
49,0,7
21,0,1
17,0,3
11,0,3
1,0,0
10,0,6
167,1,17
1,0,0
106,1,12
9,0,6
61,0,5
75,1,3
71,1,3
75,1,3
75,1,3
71,1,3
71,1,3
62,1,3
9,0,0
1,0,0
3,0,0
1,0,0
3,0,0
290,119,60
290,119,60
187,71,37
187,71,37
111,,
111,,
2,1,1
101,47,22
893,734,81
893,734,81
430,345,42
430,345,42
359,,
359,,
4,4,0
459,385,39
583,55,106
583,55,106
378,36,67
335,34,65
43,2,2
8,0,1
117,,
99,,
18,,
197,19,38
426,144,32
28,13,1
427,144,32
1,0,0
426,144,32
28,13,1
28,13,1
1,0,0
14,6,1
13,7,0
1,0,0
15,8,1
383,123,30
15,8,1
383,123,30
699,24,53
699,24,53
412,19,39
404,19,39
8,0,0
330,,
330,,
11,0,2
276,5,12
177,80,11
46,11,4
189,85,12
12,5,1
177,80,11
46,11,4
46,11,4
12,5,1
2,1,0
129,68,7
2,1,0
129,68,7
45,18,3
1,0,1
44,18,2
18,4,1
18,4,1
6,,
6,,
1,1,0
25,13,1
51,2,0
38,1,0
6,0,0
51,2,0
51,2,0
38,1,0
38,1,0
6,0,0
1,0,0
6,1,0
1,0,0
6,1,0
64,1,2
64,1,2
42,1,1
42,1,1
37,,
37,,
22,0,1
96,73,2
96,73,2
45,29,2
26,15,1
19,14,1
42,,
24,,
18,,
51,44,0
260,71,1
1,0,0
259,71,1
178,53,1
90,20,1
88,33,0
103,,
52,,
51,,
3,2,0
78,16,0
16,2,8
16,2,8
12,2,5
12,2,5
4,0,3
12,,
12,,
14,0,0
2,0,0
12,0,0
12,0,0
20,0,0
7,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
18,0,0
18,0,0
6,0,0
5,0,0
1,0,0
13,0,0
1,0,0
12,0,0
138,4,82
138,4,82
98,2,61
93,2,59
5,0,2
6,0,3
6,,
6,,
34,2,18
796,144,62
6,2,0
790,142,62
444,59,43
444,59,43
16,5,0
160,,
160,,
3,0,1
327,78,18
19,7,2
2,1,0
2,1,0
12,4,2
12,4,2
2,1,0
2,1,0
2,1,0
7,3,0
7,3,0
2,1,0
15,5,2
10,3,2
5,2,0
3,0,0
3,0,0
3,0,0
3,0,0
3,0,0
588,242,164
588,242,164
355,137,117
326,134,108
29,3,9
57,,
48,,
9,,
233,105,47
29,1,3
29,1,3
9,1,0
9,1,0
1,0,0
9,,
9,,
19,0,3
698,396,172
698,396,172
345,168,118
309,145,107
36,23,11
281,,
257,,
24,,
353,228,54
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
546,30,74
546,30,74
451,21,50
425,21,50
26,0,0
331,,
301,,
30,,
6,1,1
89,8,23
641,176,261
445,107,185
641,176,261
641,176,261
445,107,185
445,107,185
196,69,76
196,69,76
105,29,29
105,29,29
58,13,19
58,13,19
33,,
33,,
47,16,10
11,7,0
9,7,0
11,7,0
11,7,0
9,7,0
2,2,0
4,3,0
3,2,0
2,2,0
1,0,0
2,0,0
2,0,0
3,0,0
3,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
15,3,1
15,3,1
12,3,1
11,2,1
1,1,0
2,,
1,,
1,,
3,0,0
79,4,20
79,4,20
52,2,10
52,2,10
41,,
41,,
27,2,10
6,1,0
4,1,0
2,0,0
6,1,0
6,1,0
4,1,0
1,0,0
3,1,0
2,0,0
1,1,0
2,0,0
63,2,2
63,2,2
44,0,1
44,0,1
42,,
42,,
19,2,1
149,0,5
80,0,3
149,0,5
149,0,5
80,0,3
80,0,3
56,0,2
18,0,1
6,0,0
1,0,0
68,0,2
1,0,0
68,0,2
195,156,20
195,156,20
135,107,13
120,98,12
15,9,1
19,,
19,,
60,49,7
627,89,6
1,0,1
626,89,5
66,0,0
8,0,0
58,0,0
147,32,2
21,,
2,,
19,,
46,8,0
367,49,3
97,44,13
36,10,8
24,12,2
24,12,2
8,2,1
8,2,1
6,1,0
2,1,1
75,33,11
2,1,0
73,32,11
28,8,7
28,8,7
2,1,0
61,34,5
16,10,1
45,24,4
89,11,2
36,3,0
92,12,2
3,1,0
89,11,2
36,3,0
36,3,0
3,1,0
4,0,0
49,8,2
4,0,0
49,8,2
155,42,2
14,2,1
155,42,2
155,42,2
14,2,1
14,2,1
10,2,1
4,0,0
5,5,0
136,35,1
5,5,0
136,35,1
211,0,211
155,0,155
4,0,4
54,0,54
1,0,1
53,0,53
20,0,20
14,0,14
6,0,6
3,0,3
1,0,1
2,0,2
4,0,4
158,0,158
158,0,158
135,0,135
42,0,42
27,0,27
66,0,66
1,0,1
31,0,31
21,0,21
12,0,12
17,0,17
19,0,19
4,0,4
444,225,27
444,225,27
294,151,20
277,140,17
17,11,3
235,,
234,,
1,,
14,7,2
136,67,5
64,33,1
64,33,1
25,13,0
10,7,0
15,6,0
11,,
4,,
7,,
39,20,1
161,92,46
31,18,7
1,0,1
148,86,42
2,2,0
146,84,42
29,18,6
29,18,6
29,18,6
1,0,1
15,8,4
15,8,4
2,0,1
1,0,0
1,0,1
2,2,0
1,1,0
128,73,38
1,1,0
115,65,35
13,8,3
15,3,10
15,3,10
9,2,5
9,2,5
6,1,5
9,,
9,,
500,234,102
500,234,102
330,144,77
318,137,76
12,7,1
295,,
